"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","ROADACCID","DEATH","1000000HAB","A","2009",52.3,
"FIN","ROADACCID","DEATH","1000000HAB","A","2010",50.7,
"FIN","ROADACCID","DEATH","1000000HAB","A","2011",54.2,
"FIN","ROADACCID","DEATH","1000000HAB","A","2012",47.1,
"FIN","ROADACCID","DEATH","1000000HAB","A","2013",47.4,
"FIN","ROADACCID","DEATH","1000000HAB","A","2014",41,
"MNE","ROADACCID","DEATH","1000000HAB","A","1970",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1971",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1972",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1973",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1974",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1975",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1976",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1977",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1978",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1979",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1980",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1981",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1982",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1983",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1984",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1985",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1986",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1987",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1988",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1989",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1990",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1991",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1992",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1993",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1994",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1995",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1996",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1997",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1998",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","1999",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","2000",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","2001",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","2002",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","2003",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","2004",,"L"
"MNE","ROADACCID","DEATH","1000000HAB","A","2005",154.7,
"MNE","ROADACCID","DEATH","1000000HAB","A","2006",138.2,
"MNE","ROADACCID","DEATH","1000000HAB","A","2007",198.1,
"MNE","ROADACCID","DEATH","1000000HAB","A","2008",181.5,
"MNE","ROADACCID","DEATH","1000000HAB","A","2009",161.7,
"MNE","ROADACCID","DEATH","1000000HAB","A","2010",153.4,
"MNE","ROADACCID","DEATH","1000000HAB","A","2011",93.5,
"MNE","ROADACCID","DEATH","1000000HAB","A","2012",74.1,
"MNE","ROADACCID","DEATH","1000000HAB","A","2013",119.1,
"MNE","ROADACCID","DEATH","1000000HAB","A","2014",104.5,
"TUR","ROADACCID","DEATH","1000000HAB","A","1970",114.4,
"TUR","ROADACCID","DEATH","1000000HAB","A","1971",109.5,
"TUR","ROADACCID","DEATH","1000000HAB","A","1972",107.4,
"TUR","ROADACCID","DEATH","1000000HAB","A","1973",112.5,
"TUR","ROADACCID","DEATH","1000000HAB","A","1974",111.8,
"TUR","ROADACCID","DEATH","1000000HAB","A","1975",130.8,
"TUR","ROADACCID","DEATH","1000000HAB","A","1976",136.9,
"TUR","ROADACCID","DEATH","1000000HAB","A","1977",153.1,
"TUR","ROADACCID","DEATH","1000000HAB","A","1978",137.1,
"TUR","ROADACCID","DEATH","1000000HAB","A","1979",105.7,
"TUR","ROADACCID","DEATH","1000000HAB","A","1980",95.6,
"TUR","ROADACCID","DEATH","1000000HAB","A","1981",98.8,
"TUR","ROADACCID","DEATH","1000000HAB","A","1982",106.2,
"TUR","ROADACCID","DEATH","1000000HAB","A","1983",110.5,
"TUR","ROADACCID","DEATH","1000000HAB","A","1984",119.1,
"TUR","ROADACCID","DEATH","1000000HAB","A","1985",115.5,
"TUR","ROADACCID","DEATH","1000000HAB","A","1986",145.8,
"TUR","ROADACCID","DEATH","1000000HAB","A","1987",147.2,
"TUR","ROADACCID","DEATH","1000000HAB","A","1988",131.3,
"TUR","ROADACCID","DEATH","1000000HAB","A","1989",119.3,
"TUR","ROADACCID","DEATH","1000000HAB","A","1990",117,
"TUR","ROADACCID","DEATH","1000000HAB","A","1991",113.5,
"TUR","ROADACCID","DEATH","1000000HAB","A","1992",111.3,
"TUR","ROADACCID","DEATH","1000000HAB","A","1993",113.9,
"TUR","ROADACCID","DEATH","1000000HAB","A","1994",103.1,
"TUR","ROADACCID","DEATH","1000000HAB","A","1995",102.6,
"TUR","ROADACCID","DEATH","1000000HAB","A","1996",91.3,
"TUR","ROADACCID","DEATH","1000000HAB","A","1997",84.9,
"TUR","ROADACCID","DEATH","1000000HAB","A","1998",99.4,
"TUR","ROADACCID","DEATH","1000000HAB","A","1999",91.8,
"TUR","ROADACCID","DEATH","1000000HAB","A","2000",87.2,
"TUR","ROADACCID","DEATH","1000000HAB","A","2001",68.4,
"TUR","ROADACCID","DEATH","1000000HAB","A","2002",62.9,
"TUR","ROADACCID","DEATH","1000000HAB","A","2003",59.8,
"TUR","ROADACCID","DEATH","1000000HAB","A","2004",66.2,
"TUR","ROADACCID","DEATH","1000000HAB","A","2005",66.5,
"TUR","ROADACCID","DEATH","1000000HAB","A","2006",67.5,
"TUR","ROADACCID","DEATH","1000000HAB","A","2007",72,
"TUR","ROADACCID","DEATH","1000000HAB","A","2008",60.2,
"TUR","ROADACCID","DEATH","1000000HAB","A","2009",60.7,
"TUR","ROADACCID","DEATH","1000000HAB","A","2010",56.1,
"TUR","ROADACCID","DEATH","1000000HAB","A","2011",52.5,
"TUR","ROADACCID","DEATH","1000000HAB","A","2012",50.7,
"TUR","ROADACCID","DEATH","1000000HAB","A","2013",49.2,
"TUR","ROADACCID","DEATH","1000000HAB","A","2014",46.5,
"IRL","ROADACCID","DEATH","1000000HAB","A","1970",182.2,
"IRL","ROADACCID","DEATH","1000000HAB","A","1971",192.1,
"IRL","ROADACCID","DEATH","1000000HAB","A","1972",210.6,
"IRL","ROADACCID","DEATH","1000000HAB","A","1973",191.9,
"IRL","ROADACCID","DEATH","1000000HAB","A","1974",189.5,
"IRL","ROADACCID","DEATH","1000000HAB","A","1975",184.1,
"IRL","ROADACCID","DEATH","1000000HAB","A","1976",162.3,
"IRL","ROADACCID","DEATH","1000000HAB","A","1977",177.5,
"IRL","ROADACCID","DEATH","1000000HAB","A","1978",188.4,
"IRL","ROADACCID","DEATH","1000000HAB","A","1979",181.8,
"IRL","ROADACCID","DEATH","1000000HAB","A","1980",165,
"IRL","ROADACCID","DEATH","1000000HAB","A","1981",165.7,
"IRL","ROADACCID","DEATH","1000000HAB","A","1982",153.1,
"IRL","ROADACCID","DEATH","1000000HAB","A","1983",152.6,
"IRL","ROADACCID","DEATH","1000000HAB","A","1984",132,
"IRL","ROADACCID","DEATH","1000000HAB","A","1985",116,
"IRL","ROADACCID","DEATH","1000000HAB","A","1986",109.4,
"IRL","ROADACCID","DEATH","1000000HAB","A","1987",130.6,
"IRL","ROADACCID","DEATH","1000000HAB","A","1988",131,
"IRL","ROADACCID","DEATH","1000000HAB","A","1989",130.3,
"IRL","ROADACCID","DEATH","1000000HAB","A","1990",135.4,
"IRL","ROADACCID","DEATH","1000000HAB","A","1991",125.8,
"IRL","ROADACCID","DEATH","1000000HAB","A","1992",116.9,
"IRL","ROADACCID","DEATH","1000000HAB","A","1993",120.9,
"IRL","ROADACCID","DEATH","1000000HAB","A","1994",112.5,
"IRL","ROADACCID","DEATH","1000000HAB","A","1995",121.1,
"IRL","ROADACCID","DEATH","1000000HAB","A","1996",124.5,
"IRL","ROADACCID","DEATH","1000000HAB","A","1997",128.5,
"IRL","ROADACCID","DEATH","1000000HAB","A","1998",123.4,
"IRL","ROADACCID","DEATH","1000000HAB","A","1999",110,
"IRL","ROADACCID","DEATH","1000000HAB","A","2000",109.1,
"IRL","ROADACCID","DEATH","1000000HAB","A","2001",106.3,
"IRL","ROADACCID","DEATH","1000000HAB","A","2002",95.6,
"IRL","ROADACCID","DEATH","1000000HAB","A","2003",83.8,
"IRL","ROADACCID","DEATH","1000000HAB","A","2004",91.9,
"IRL","ROADACCID","DEATH","1000000HAB","A","2005",95.2,
"IRL","ROADACCID","DEATH","1000000HAB","A","2006",85.4,
"IRL","ROADACCID","DEATH","1000000HAB","A","2007",76.8,
"IRL","ROADACCID","DEATH","1000000HAB","A","2008",62.1,
"IRL","ROADACCID","DEATH","1000000HAB","A","2009",52.5,
"IRL","ROADACCID","DEATH","1000000HAB","A","2010",46.5,
"IRL","ROADACCID","DEATH","1000000HAB","A","2011",40.6,
"IRL","ROADACCID","DEATH","1000000HAB","A","2012",35.3,
"IRL","ROADACCID","DEATH","1000000HAB","A","2013",40.9,"P"
"IRL","ROADACCID","DEATH","1000000HAB","A","2014",42.1,"P"
"BEL","ROADACCID","DEATH","1000000HAB","A","1970",305.2,
"BEL","ROADACCID","DEATH","1000000HAB","A","1971",316.7,
"BEL","ROADACCID","DEATH","1000000HAB","A","1972",322.2,
"BEL","ROADACCID","DEATH","1000000HAB","A","1973",300,
"BEL","ROADACCID","DEATH","1000000HAB","A","1974",273.8,
"BEL","ROADACCID","DEATH","1000000HAB","A","1975",240.1,
"BEL","ROADACCID","DEATH","1000000HAB","A","1976",254.4,
"BEL","ROADACCID","DEATH","1000000HAB","A","1977",257,
"BEL","ROADACCID","DEATH","1000000HAB","A","1978",263.6,
"BEL","ROADACCID","DEATH","1000000HAB","A","1979",236.7,
"BEL","ROADACCID","DEATH","1000000HAB","A","1980",243.1,
"BEL","ROADACCID","DEATH","1000000HAB","A","1981",224.6,
"BEL","ROADACCID","DEATH","1000000HAB","A","1982",209.1,
"BEL","ROADACCID","DEATH","1000000HAB","A","1983",211.6,
"BEL","ROADACCID","DEATH","1000000HAB","A","1984",191.5,
"BEL","ROADACCID","DEATH","1000000HAB","A","1985",182,
"BEL","ROADACCID","DEATH","1000000HAB","A","1986",197,
"BEL","ROADACCID","DEATH","1000000HAB","A","1987",193.8,
"BEL","ROADACCID","DEATH","1000000HAB","A","1988",198,
"BEL","ROADACCID","DEATH","1000000HAB","A","1989",200.3,
"BEL","ROADACCID","DEATH","1000000HAB","A","1990",198,
"BEL","ROADACCID","DEATH","1000000HAB","A","1991",187.2,
"BEL","ROADACCID","DEATH","1000000HAB","A","1992",166.4,
"BEL","ROADACCID","DEATH","1000000HAB","A","1993",164.5,
"BEL","ROADACCID","DEATH","1000000HAB","A","1994",167.3,
"BEL","ROADACCID","DEATH","1000000HAB","A","1995",148.5,
"BEL","ROADACCID","DEATH","1000000HAB","A","1996",133.5,
"BEL","ROADACCID","DEATH","1000000HAB","A","1997",134,
"BEL","ROADACCID","DEATH","1000000HAB","A","1998",147,
"BEL","ROADACCID","DEATH","1000000HAB","A","1999",136.6,
"BEL","ROADACCID","DEATH","1000000HAB","A","2000",143.4,
"BEL","ROADACCID","DEATH","1000000HAB","A","2001",144.5,
"BEL","ROADACCID","DEATH","1000000HAB","A","2002",130.9,
"BEL","ROADACCID","DEATH","1000000HAB","A","2003",117.2,
"BEL","ROADACCID","DEATH","1000000HAB","A","2004",111.6,
"BEL","ROADACCID","DEATH","1000000HAB","A","2005",103.9,
"BEL","ROADACCID","DEATH","1000000HAB","A","2006",101.3,
"BEL","ROADACCID","DEATH","1000000HAB","A","2007",100.4,
"BEL","ROADACCID","DEATH","1000000HAB","A","2008",88.1,
"BEL","ROADACCID","DEATH","1000000HAB","A","2009",87.3,
"BEL","ROADACCID","DEATH","1000000HAB","A","2010",77,
"BEL","ROADACCID","DEATH","1000000HAB","A","2011",78,
"BEL","ROADACCID","DEATH","1000000HAB","A","2012",69.2,
"BEL","ROADACCID","DEATH","1000000HAB","A","2013",64.7,
"BGR","ROADACCID","DEATH","1000000HAB","A","1970",98.6,"E"
"BGR","ROADACCID","DEATH","1000000HAB","A","1971",104,"E"
"BGR","ROADACCID","DEATH","1000000HAB","A","1972",108.6,"E"
"BGR","ROADACCID","DEATH","1000000HAB","A","1973",109.4,"E"
"BGR","ROADACCID","DEATH","1000000HAB","A","1974",110.5,"E"
"BGR","ROADACCID","DEATH","1000000HAB","A","1975",118,"E"
"BGR","ROADACCID","DEATH","1000000HAB","A","1976",116.5,
"BGR","ROADACCID","DEATH","1000000HAB","A","1977",118.3,
"BGR","ROADACCID","DEATH","1000000HAB","A","1978",130.8,
"BGR","ROADACCID","DEATH","1000000HAB","A","1979",130,
"BGR","ROADACCID","DEATH","1000000HAB","A","1980",135.2,
"BGR","ROADACCID","DEATH","1000000HAB","A","1981",137.1,
"BGR","ROADACCID","DEATH","1000000HAB","A","1982",137.8,
"BGR","ROADACCID","DEATH","1000000HAB","A","1983",125.6,
"BGR","ROADACCID","DEATH","1000000HAB","A","1984",125,
"BGR","ROADACCID","DEATH","1000000HAB","A","1985",124.2,
"BGR","ROADACCID","DEATH","1000000HAB","A","1986",119.5,
"BGR","ROADACCID","DEATH","1000000HAB","A","1987",128.9,
"BGR","ROADACCID","DEATH","1000000HAB","A","1988",129.3,
"BGR","ROADACCID","DEATH","1000000HAB","A","1989",144.2,
"BGR","ROADACCID","DEATH","1000000HAB","A","1990",177.6,
"BGR","ROADACCID","DEATH","1000000HAB","A","1991",127.4,
"BGR","ROADACCID","DEATH","1000000HAB","A","1992",150.1,
"BGR","ROADACCID","DEATH","1000000HAB","A","1993",152.8,
"BGR","ROADACCID","DEATH","1000000HAB","A","1994",164.6,
"BGR","ROADACCID","DEATH","1000000HAB","A","1995",150.4,
"BGR","ROADACCID","DEATH","1000000HAB","A","1996",121.3,
"BGR","ROADACCID","DEATH","1000000HAB","A","1997",110.1,
"BGR","ROADACCID","DEATH","1000000HAB","A","1998",121.5,
"BGR","ROADACCID","DEATH","1000000HAB","A","1999",127.5,
"BGR","ROADACCID","DEATH","1000000HAB","A","2000",123.9,
"BGR","ROADACCID","DEATH","1000000HAB","A","2001",126.1,
"BGR","ROADACCID","DEATH","1000000HAB","A","2002",121.9,
"BGR","ROADACCID","DEATH","1000000HAB","A","2003",122.7,
"BGR","ROADACCID","DEATH","1000000HAB","A","2004",121.2,
"BGR","ROADACCID","DEATH","1000000HAB","A","2005",123.6,
"BGR","ROADACCID","DEATH","1000000HAB","A","2006",135.5,
"BGR","ROADACCID","DEATH","1000000HAB","A","2007",133.3,
"BGR","ROADACCID","DEATH","1000000HAB","A","2008",141.6,
"BGR","ROADACCID","DEATH","1000000HAB","A","2009",121,
"BGR","ROADACCID","DEATH","1000000HAB","A","2010",104.9,
"BGR","ROADACCID","DEATH","1000000HAB","A","2011",89.4,
"BGR","ROADACCID","DEATH","1000000HAB","A","2012",82.3,
"BGR","ROADACCID","DEATH","1000000HAB","A","2013",82.7,
"BGR","ROADACCID","DEATH","1000000HAB","A","2014",91.3,
"DEU","ROADACCID","DEATH","1000000HAB","A","1970",242.1,
"DEU","ROADACCID","DEATH","1000000HAB","A","1971",235.8,
"DEU","ROADACCID","DEATH","1000000HAB","A","1972",236,
"DEU","ROADACCID","DEATH","1000000HAB","A","1973",204.4,
"DEU","ROADACCID","DEATH","1000000HAB","A","1974",183.2,
"DEU","ROADACCID","DEATH","1000000HAB","A","1975",186.5,
"DEU","ROADACCID","DEATH","1000000HAB","A","1976",186.1,
"DEU","ROADACCID","DEATH","1000000HAB","A","1977",188.3,
"DEU","ROADACCID","DEATH","1000000HAB","A","1978",184.6,
"DEU","ROADACCID","DEATH","1000000HAB","A","1979",166.7,
"DEU","ROADACCID","DEATH","1000000HAB","A","1980",164.7,
"DEU","ROADACCID","DEATH","1000000HAB","A","1981",147.7,
"DEU","ROADACCID","DEATH","1000000HAB","A","1982",147.1,
"DEU","ROADACCID","DEATH","1000000HAB","A","1983",148.8,
"DEU","ROADACCID","DEATH","1000000HAB","A","1984",129.4,
"DEU","ROADACCID","DEATH","1000000HAB","A","1985",106.5,
"DEU","ROADACCID","DEATH","1000000HAB","A","1986",113.2,
"DEU","ROADACCID","DEATH","1000000HAB","A","1987",100.5,
"DEU","ROADACCID","DEATH","1000000HAB","A","1988",103.1,
"DEU","ROADACCID","DEATH","1000000HAB","A","1989",99.9,
"DEU","ROADACCID","DEATH","1000000HAB","A","1990",98.2,
"DEU","ROADACCID","DEATH","1000000HAB","A","1991",139.5,"B"
"DEU","ROADACCID","DEATH","1000000HAB","A","1992",130.2,
"DEU","ROADACCID","DEATH","1000000HAB","A","1993",121,
"DEU","ROADACCID","DEATH","1000000HAB","A","1994",120.5,
"DEU","ROADACCID","DEATH","1000000HAB","A","1995",115.7,
"DEU","ROADACCID","DEATH","1000000HAB","A","1996",106.9,
"DEU","ROADACCID","DEATH","1000000HAB","A","1997",104.2,
"DEU","ROADACCID","DEATH","1000000HAB","A","1998",95,
"DEU","ROADACCID","DEATH","1000000HAB","A","1999",94.7,
"DEU","ROADACCID","DEATH","1000000HAB","A","2000",91.3,
"DEU","ROADACCID","DEATH","1000000HAB","A","2001",84.7,
"DEU","ROADACCID","DEATH","1000000HAB","A","2002",82.9,
"DEU","ROADACCID","DEATH","1000000HAB","A","2003",80.1,
"DEU","ROADACCID","DEATH","1000000HAB","A","2004",70.8,
"DEU","ROADACCID","DEATH","1000000HAB","A","2005",65,
"DEU","ROADACCID","DEATH","1000000HAB","A","2006",61.8,
"DEU","ROADACCID","DEATH","1000000HAB","A","2007",60.2,
"DEU","ROADACCID","DEATH","1000000HAB","A","2008",54.5,
"DEU","ROADACCID","DEATH","1000000HAB","A","2009",50.7,
"DEU","ROADACCID","DEATH","1000000HAB","A","2010",44.6,
"DEU","ROADACCID","DEATH","1000000HAB","A","2011",49,
"DEU","ROADACCID","DEATH","1000000HAB","A","2012",44.8,
"DEU","ROADACCID","DEATH","1000000HAB","A","2013",41.4,
"DEU","ROADACCID","DEATH","1000000HAB","A","2014",41.7,
"NOR","ROADACCID","DEATH","1000000HAB","A","1970",144.5,
"NOR","ROADACCID","DEATH","1000000HAB","A","1971",135.7,
"NOR","ROADACCID","DEATH","1000000HAB","A","1972",124.6,
"NOR","ROADACCID","DEATH","1000000HAB","A","1973",128.8,
"NOR","ROADACCID","DEATH","1000000HAB","A","1974",128,
"NOR","ROADACCID","DEATH","1000000HAB","A","1975",134.5,
"NOR","ROADACCID","DEATH","1000000HAB","A","1976",116.8,
"NOR","ROADACCID","DEATH","1000000HAB","A","1977",108.9,
"NOR","ROADACCID","DEATH","1000000HAB","A","1978",106,
"NOR","ROADACCID","DEATH","1000000HAB","A","1979",108.1,
"NOR","ROADACCID","DEATH","1000000HAB","A","1980",88.7,
"NOR","ROADACCID","DEATH","1000000HAB","A","1981",82.5,
"NOR","ROADACCID","DEATH","1000000HAB","A","1982",97.6,
"NOR","ROADACCID","DEATH","1000000HAB","A","1983",99.3,
"NOR","ROADACCID","DEATH","1000000HAB","A","1984",98.5,
"NOR","ROADACCID","DEATH","1000000HAB","A","1985",96.9,
"NOR","ROADACCID","DEATH","1000000HAB","A","1986",108.5,
"NOR","ROADACCID","DEATH","1000000HAB","A","1987",95.2,
"NOR","ROADACCID","DEATH","1000000HAB","A","1988",90,
"NOR","ROADACCID","DEATH","1000000HAB","A","1989",90.3,
"NOR","ROADACCID","DEATH","1000000HAB","A","1990",78.3,
"NOR","ROADACCID","DEATH","1000000HAB","A","1991",75.8,
"NOR","ROADACCID","DEATH","1000000HAB","A","1992",75.8,
"NOR","ROADACCID","DEATH","1000000HAB","A","1993",65.2,
"NOR","ROADACCID","DEATH","1000000HAB","A","1994",65.3,
"NOR","ROADACCID","DEATH","1000000HAB","A","1995",70,
"NOR","ROADACCID","DEATH","1000000HAB","A","1996",58.2,
"NOR","ROADACCID","DEATH","1000000HAB","A","1997",68.8,
"NOR","ROADACCID","DEATH","1000000HAB","A","1998",79.4,
"NOR","ROADACCID","DEATH","1000000HAB","A","1999",68.1,
"NOR","ROADACCID","DEATH","1000000HAB","A","2000",75.9,
"NOR","ROADACCID","DEATH","1000000HAB","A","2001",60.9,
"NOR","ROADACCID","DEATH","1000000HAB","A","2002",68.3,
"NOR","ROADACCID","DEATH","1000000HAB","A","2003",61.3,
"NOR","ROADACCID","DEATH","1000000HAB","A","2004",56,
"NOR","ROADACCID","DEATH","1000000HAB","A","2005",48.5,
"NOR","ROADACCID","DEATH","1000000HAB","A","2006",51.9,
"NOR","ROADACCID","DEATH","1000000HAB","A","2007",49.5,
"NOR","ROADACCID","DEATH","1000000HAB","A","2008",53.5,
"NOR","ROADACCID","DEATH","1000000HAB","A","2009",43.9,
"NOR","ROADACCID","DEATH","1000000HAB","A","2010",42.5,
"NOR","ROADACCID","DEATH","1000000HAB","A","2011",33.9,
"NOR","ROADACCID","DEATH","1000000HAB","A","2012",28.9,
"NOR","ROADACCID","DEATH","1000000HAB","A","2013",36.8,
"NOR","ROADACCID","DEATH","1000000HAB","A","2014",28.6,
"HUN","ROADACCID","DEATH","1000000HAB","A","1970",165,
"HUN","ROADACCID","DEATH","1000000HAB","A","1971",186.3,
"HUN","ROADACCID","DEATH","1000000HAB","A","1972",184.6,
"HUN","ROADACCID","DEATH","1000000HAB","A","1973",175.1,
"HUN","ROADACCID","DEATH","1000000HAB","A","1974",168.1,
"HUN","ROADACCID","DEATH","1000000HAB","A","1975",180.6,
"HUN","ROADACCID","DEATH","1000000HAB","A","1976",153.1,
"HUN","ROADACCID","DEATH","1000000HAB","A","1977",169.3,
"HUN","ROADACCID","DEATH","1000000HAB","A","1978",188.5,
"HUN","ROADACCID","DEATH","1000000HAB","A","1979",162.9,
"HUN","ROADACCID","DEATH","1000000HAB","A","1980",151.5,
"HUN","ROADACCID","DEATH","1000000HAB","A","1981",149.1,
"HUN","ROADACCID","DEATH","1000000HAB","A","1982",144.4,
"HUN","ROADACCID","DEATH","1000000HAB","A","1983",149.1,
"HUN","ROADACCID","DEATH","1000000HAB","A","1984",149.7,
"HUN","ROADACCID","DEATH","1000000HAB","A","1985",166.1,
"HUN","ROADACCID","DEATH","1000000HAB","A","1986",155,
"HUN","ROADACCID","DEATH","1000000HAB","A","1987",150.1,
"HUN","ROADACCID","DEATH","1000000HAB","A","1988",163.4,
"HUN","ROADACCID","DEATH","1000000HAB","A","1989",207.7,
"HUN","ROADACCID","DEATH","1000000HAB","A","1990",234.2,
"HUN","ROADACCID","DEATH","1000000HAB","A","1991",204.4,
"HUN","ROADACCID","DEATH","1000000HAB","A","1992",202.7,
"HUN","ROADACCID","DEATH","1000000HAB","A","1993",161.9,
"HUN","ROADACCID","DEATH","1000000HAB","A","1994",151,
"HUN","ROADACCID","DEATH","1000000HAB","A","1995",153.8,
"HUN","ROADACCID","DEATH","1000000HAB","A","1996",132.9,
"HUN","ROADACCID","DEATH","1000000HAB","A","1997",135.2,
"HUN","ROADACCID","DEATH","1000000HAB","A","1998",133.5,
"HUN","ROADACCID","DEATH","1000000HAB","A","1999",127.6,
"HUN","ROADACCID","DEATH","1000000HAB","A","2000",117.5,
"HUN","ROADACCID","DEATH","1000000HAB","A","2001",121.6,
"HUN","ROADACCID","DEATH","1000000HAB","A","2002",140.7,
"HUN","ROADACCID","DEATH","1000000HAB","A","2003",130.9,
"HUN","ROADACCID","DEATH","1000000HAB","A","2004",128.2,
"HUN","ROADACCID","DEATH","1000000HAB","A","2005",126.7,
"HUN","ROADACCID","DEATH","1000000HAB","A","2006",129.4,
"HUN","ROADACCID","DEATH","1000000HAB","A","2007",122.5,
"HUN","ROADACCID","DEATH","1000000HAB","A","2008",99.2,
"HUN","ROADACCID","DEATH","1000000HAB","A","2009",82,
"HUN","ROADACCID","DEATH","1000000HAB","A","2010",74,
"HUN","ROADACCID","DEATH","1000000HAB","A","2011",64,
"HUN","ROADACCID","DEATH","1000000HAB","A","2012",61,
"HUN","ROADACCID","DEATH","1000000HAB","A","2013",59.7,
"HUN","ROADACCID","DEATH","1000000HAB","A","2014",63.5,
"EST","ROADACCID","DEATH","1000000HAB","A","1970",185.3,
"EST","ROADACCID","DEATH","1000000HAB","A","1971",182.8,
"EST","ROADACCID","DEATH","1000000HAB","A","1972",195.5,
"EST","ROADACCID","DEATH","1000000HAB","A","1973",178,
"EST","ROADACCID","DEATH","1000000HAB","A","1974",177.2,
"EST","ROADACCID","DEATH","1000000HAB","A","1975",187.1,
"EST","ROADACCID","DEATH","1000000HAB","A","1976",184.2,
"EST","ROADACCID","DEATH","1000000HAB","A","1977",191.1,
"EST","ROADACCID","DEATH","1000000HAB","A","1978",186.3,
"EST","ROADACCID","DEATH","1000000HAB","A","1979",207.6,
"EST","ROADACCID","DEATH","1000000HAB","A","1980",205.5,
"EST","ROADACCID","DEATH","1000000HAB","A","1981",179.3,
"EST","ROADACCID","DEATH","1000000HAB","A","1982",177.5,
"EST","ROADACCID","DEATH","1000000HAB","A","1983",193.8,
"EST","ROADACCID","DEATH","1000000HAB","A","1984",167.4,
"EST","ROADACCID","DEATH","1000000HAB","A","1985",125.5,
"EST","ROADACCID","DEATH","1000000HAB","A","1986",145.2,
"EST","ROADACCID","DEATH","1000000HAB","A","1987",150.2,
"EST","ROADACCID","DEATH","1000000HAB","A","1988",171.4,
"EST","ROADACCID","DEATH","1000000HAB","A","1989",218.5,
"EST","ROADACCID","DEATH","1000000HAB","A","1990",278.5,
"EST","ROADACCID","DEATH","1000000HAB","A","1991",316.9,
"EST","ROADACCID","DEATH","1000000HAB","A","1992",188.4,
"EST","ROADACCID","DEATH","1000000HAB","A","1993",215.2,
"EST","ROADACCID","DEATH","1000000HAB","A","1994",248.9,
"EST","ROADACCID","DEATH","1000000HAB","A","1995",231.1,
"EST","ROADACCID","DEATH","1000000HAB","A","1996",150.5,
"EST","ROADACCID","DEATH","1000000HAB","A","1997",199.4,
"EST","ROADACCID","DEATH","1000000HAB","A","1998",204.9,
"EST","ROADACCID","DEATH","1000000HAB","A","1999",168,
"EST","ROADACCID","DEATH","1000000HAB","A","2000",146,
"EST","ROADACCID","DEATH","1000000HAB","A","2001",143.4,
"EST","ROADACCID","DEATH","1000000HAB","A","2002",161.7,
"EST","ROADACCID","DEATH","1000000HAB","A","2003",119.6,
"EST","ROADACCID","DEATH","1000000HAB","A","2004",124.8,
"EST","ROADACCID","DEATH","1000000HAB","A","2005",125.5,
"EST","ROADACCID","DEATH","1000000HAB","A","2006",151.5,
"EST","ROADACCID","DEATH","1000000HAB","A","2007",146.2,
"EST","ROADACCID","DEATH","1000000HAB","A","2008",98.7,
"EST","ROADACCID","DEATH","1000000HAB","A","2009",74.9,
"EST","ROADACCID","DEATH","1000000HAB","A","2010",59.3,
"EST","ROADACCID","DEATH","1000000HAB","A","2011",76.1,
"EST","ROADACCID","DEATH","1000000HAB","A","2012",65.8,
"EST","ROADACCID","DEATH","1000000HAB","A","2013",61.5,
"EST","ROADACCID","DEATH","1000000HAB","A","2014",59.4,
"BIH","ROADACCID","DEATH","1000000HAB","A","1970",,"L"
"BIH","ROADACCID","DEATH","1000000HAB","A","1971",,"L"
"BIH","ROADACCID","DEATH","1000000HAB","A","1972",,"L"
